"","stno","east","north","t","y"
"9749",149,204756.506938055,254054.864325812,33,44.223815867697
"10049",149,204756.506938055,254054.864325812,34,28.9746640504726
"10349",149,204756.506938055,254054.864325812,35,57.7925777972395
"10649",149,204756.506938055,254054.864325812,36,100.997422170874
"10949",149,204756.506938055,254054.864325812,37,59.8687463032307
"11249",149,204756.506938055,254054.864325812,38,117.259445411105
"11549",149,204756.506938055,254054.864325812,39,73.2599472166404
"11849",149,204756.506938055,254054.864325812,40,67.0098447222576
"12149",149,204756.506938055,254054.864325812,41,99.8824480638209
"12449",149,204756.506938055,254054.864325812,42,83.9537106052653
"12749",149,204756.506938055,254054.864325812,43,79.4400636829074
"13049",149,204756.506938055,254054.864325812,44,51.4433145360567
"13349",149,204756.506938055,254054.864325812,45,66.5438639929032
"13649",149,204756.506938055,254054.864325812,46,156.353743075519
"13949",149,204756.506938055,254054.864325812,47,80.0052423908859
"14249",149,204756.506938055,254054.864325812,48,123.776188653481
"14549",149,204756.506938055,254054.864325812,49,97.0716062290795
"14849",149,204756.506938055,254054.864325812,50,50.788780320948
"15149",149,204756.506938055,254054.864325812,51,29.6228674785779
"15449",149,204756.506938055,254054.864325812,52,80.9377052089743
"15749",149,204756.506938055,254054.864325812,53,41.2756585781949
"16049",149,204756.506938055,254054.864325812,54,125.859028125143
"16349",149,204756.506938055,254054.864325812,55,88.0714719731744
"16649",149,204756.506938055,254054.864325812,56,51.2560756712502
"16949",149,204756.506938055,254054.864325812,57,56.5848274296807
"17249",149,204756.506938055,254054.864325812,58,53.6160699530973
"17549",149,204756.506938055,254054.864325812,59,56.3587071877183
"17849",149,204756.506938055,254054.864325812,60,61.8284899681859
"18149",149,204756.506938055,254054.864325812,61,51.4256895843095
"18449",149,204756.506938055,254054.864325812,62,48.3853607550849
"18749",149,204756.506938055,254054.864325812,63,61.0300720602921
"19049",149,204756.506938055,254054.864325812,64,66.8585756474559
"19349",149,204756.506938055,254054.864325812,65,97.6203278183862
"19649",149,204756.506938055,254054.864325812,66,82.927820905309
"19949",149,204756.506938055,254054.864325812,67,60.105211233466
"20249",149,204756.506938055,254054.864325812,68,111.827703142471
"20549",149,204756.506938055,254054.864325812,69,130.487996900697
"20849",149,204756.506938055,254054.864325812,70,97.1512969832266
"21149",149,204756.506938055,254054.864325812,71,119.415273673022
"21449",149,204756.506938055,254054.864325812,72,132.603979342292
"21749",149,204756.506938055,254054.864325812,73,145.871804318429
"22049",149,204756.506938055,254054.864325812,74,147.397525161724
"22349",149,204756.506938055,254054.864325812,75,107.200890582117
"22649",149,204756.506938055,254054.864325812,76,36.4594377266958
"22949",149,204756.506938055,254054.864325812,77,43.6207964675154
"23249",149,204756.506938055,254054.864325812,78,118.792386758524
"23549",149,204756.506938055,254054.864325812,79,200.794669120718
"23849",149,204756.506938055,254054.864325812,80,95.7738281004501
"24149",149,204756.506938055,254054.864325812,81,55.8947606423021
"24449",149,204756.506938055,254054.864325812,82,103.749291284051
"24749",149,204756.506938055,254054.864325812,83,73.9432613696783
"25049",149,204756.506938055,254054.864325812,84,73.1230078613392
"25349",149,204756.506938055,254054.864325812,85,151.401130073466
"25649",149,204756.506938055,254054.864325812,86,161.488920641601
"25949",149,204756.506938055,254054.864325812,87,139.579256191913
"26249",149,204756.506938055,254054.864325812,88,169.645773459396
"26549",149,204756.506938055,254054.864325812,89,128.217704840454
"26849",149,204756.506938055,254054.864325812,90,123.877799115547
"27149",149,204756.506938055,254054.864325812,91,67.9066710788535
"27449",149,204756.506938055,254054.864325812,92,155.843823874886
"27749",149,204756.506938055,254054.864325812,93,128.891626017588
"28049",149,204756.506938055,254054.864325812,94,216.08229674184
"28349",149,204756.506938055,254054.864325812,95,256.959863882077
"28649",149,204756.506938055,254054.864325812,96,186.975228428537
"28949",149,204756.506938055,254054.864325812,97,241.534730678213
"29249",149,204756.506938055,254054.864325812,98,215.962655756234
"29549",149,204756.506938055,254054.864325812,99,192.165907279869
"29849",149,204756.506938055,254054.864325812,100,170.781076602377
"30149",149,204756.506938055,254054.864325812,101,158.744972164642
"30449",149,204756.506938055,254054.864325812,102,140.137144694065
"30749",149,204756.506938055,254054.864325812,103,104.618205957811
"31049",149,204756.506938055,254054.864325812,104,113.758874510529
"31349",149,204756.506938055,254054.864325812,105,76.8863740724259
"31649",149,204756.506938055,254054.864325812,106,63.4864564270652
"31949",149,204756.506938055,254054.864325812,107,13.5884696706955
"32249",149,204756.506938055,254054.864325812,108,36.3667591329398
"32549",149,204756.506938055,254054.864325812,109,37.998644875628
"32849",149,204756.506938055,254054.864325812,110,57.7597029369827
"33149",149,204756.506938055,254054.864325812,111,13.7094269312684
"33449",149,204756.506938055,254054.864325812,112,40.0502758269748
"33749",149,204756.506938055,254054.864325812,113,24.1801345504268
"34049",149,204756.506938055,254054.864325812,114,30.754000054869
"34349",149,204756.506938055,254054.864325812,115,105.369111196373
"34649",149,204756.506938055,254054.864325812,116,55.971599045924
"34949",149,204756.506938055,254054.864325812,117,104.74794659266
"35249",149,204756.506938055,254054.864325812,118,137.260688219576
"35549",149,204756.506938055,254054.864325812,119,185.279141550125
"35849",149,204756.506938055,254054.864325812,120,197.156101888845
"150",150,208376.092018011,80207.1074473964,1,182.674124652389
"450",150,208376.092018011,80207.1074473964,2,214.468755752407
"750",150,208376.092018011,80207.1074473964,3,205.066453279991
"1050",150,208376.092018011,80207.1074473964,4,113.043468617461
"1350",150,208376.092018011,80207.1074473964,5,35.6821710795305
"1650",150,208376.092018011,80207.1074473964,6,47.0073695287166
"1950",150,208376.092018011,80207.1074473964,7,43.8123045411729
"2250",150,208376.092018011,80207.1074473964,8,44.6387905337669
"2550",150,208376.092018011,80207.1074473964,9,23.4935324853974
"2850",150,208376.092018011,80207.1074473964,10,0.943384192352173
"3150",150,208376.092018011,80207.1074473964,11,1.76615830776408
"3450",150,208376.092018011,80207.1074473964,12,63.4127387453671
"3750",150,208376.092018011,80207.1074473964,13,58.5313008292222
"4050",150,208376.092018011,80207.1074473964,14,93.3967853190857
"4350",150,208376.092018011,80207.1074473964,15,51.5220930588952
"4650",150,208376.092018011,80207.1074473964,16,70.9293574038773
"4950",150,208376.092018011,80207.1074473964,17,129.703978262724
"5250",150,208376.092018011,80207.1074473964,18,146.580759205036
"5550",150,208376.092018011,80207.1074473964,19,93.182482474001
"5850",150,208376.092018011,80207.1074473964,20,124.664940597455
"6150",150,208376.092018011,80207.1074473964,21,49.3323765790278
"6450",150,208376.092018011,80207.1074473964,22,36.9294712544403
"6750",150,208376.092018011,80207.1074473964,23,62.5868571417776
"7050",150,208376.092018011,80207.1074473964,24,34.4166011666336
"7350",150,208376.092018011,80207.1074473964,25,24.9033434633789
"7650",150,208376.092018011,80207.1074473964,26,48.2245730601014
"7950",150,208376.092018011,80207.1074473964,27,29.0609084682332
"8250",150,208376.092018011,80207.1074473964,28,81.8087618919655
"8550",150,208376.092018011,80207.1074473964,29,60.4950863494236
"8850",150,208376.092018011,80207.1074473964,30,130.826838808341
"9150",150,208376.092018011,80207.1074473964,31,54.5884764931711
"9450",150,208376.092018011,80207.1074473964,32,43.6094658618746
"9750",150,208376.092018011,80207.1074473964,33,54.4413109408717
"10050",150,208376.092018011,80207.1074473964,34,51.7868380418434
"10350",150,208376.092018011,80207.1074473964,35,52.4970346081388
"10650",150,208376.092018011,80207.1074473964,36,97.2888151708832
"10950",150,208376.092018011,80207.1074473964,37,46.1232148514867
"11250",150,208376.092018011,80207.1074473964,38,90.4588422936245
"11550",150,208376.092018011,80207.1074473964,39,78.3442626058257
"11850",150,208376.092018011,80207.1074473964,40,81.0562136612414
"12150",150,208376.092018011,80207.1074473964,41,61.9021197391254
"12450",150,208376.092018011,80207.1074473964,42,59.6195564587501
"12750",150,208376.092018011,80207.1074473964,43,71.9722090731591
"13050",150,208376.092018011,80207.1074473964,44,63.0280131880711
"13350",150,208376.092018011,80207.1074473964,45,80.0281013813643
"13650",150,208376.092018011,80207.1074473964,46,100.780510825545
"13950",150,208376.092018011,80207.1074473964,47,75.5411538794565
"14250",150,208376.092018011,80207.1074473964,48,144.855552704461
"14550",150,208376.092018011,80207.1074473964,49,127.41755214931
"14850",150,208376.092018011,80207.1074473964,50,69.4593641714692
"15150",150,208376.092018011,80207.1074473964,51,51.7751175819082
"15450",150,208376.092018011,80207.1074473964,52,97.2439750157611
"15750",150,208376.092018011,80207.1074473964,53,58.2339658684462
"16050",150,208376.092018011,80207.1074473964,54,120.859005284938
"16350",150,208376.092018011,80207.1074473964,55,113.638697820563
"16650",150,208376.092018011,80207.1074473964,56,98.2328446750391
"16950",150,208376.092018011,80207.1074473964,57,94.5292415365792
"17250",150,208376.092018011,80207.1074473964,58,102.389821156955
"17550",150,208376.092018011,80207.1074473964,59,98.5413732460444
"17850",150,208376.092018011,80207.1074473964,60,73.0632435105677
"18150",150,208376.092018011,80207.1074473964,61,65.8665047509188
"18450",150,208376.092018011,80207.1074473964,62,26.4804234294906
"18750",150,208376.092018011,80207.1074473964,63,24.9955391376037
"19050",150,208376.092018011,80207.1074473964,64,22.6970480453162
"19350",150,208376.092018011,80207.1074473964,65,41.8487830750107
"19650",150,208376.092018011,80207.1074473964,66,48.9422317476248
"19950",150,208376.092018011,80207.1074473964,67,43.8323888122658
"20250",150,208376.092018011,80207.1074473964,68,113.554605927074
"20550",150,208376.092018011,80207.1074473964,69,78.8827897852088
"20850",150,208376.092018011,80207.1074473964,70,97.48761863423
"21150",150,208376.092018011,80207.1074473964,71,137.863198628447
"21450",150,208376.092018011,80207.1074473964,72,211.395365309528
"21750",150,208376.092018011,80207.1074473964,73,161.704306205206
"22050",150,208376.092018011,80207.1074473964,74,163.41862199635
"22350",150,208376.092018011,80207.1074473964,75,111.790352300875
"22650",150,208376.092018011,80207.1074473964,76,25.9714296157207
"22950",150,208376.092018011,80207.1074473964,77,49.434064820735
"23250",150,208376.092018011,80207.1074473964,78,108.143512713711
"23550",150,208376.092018011,80207.1074473964,79,146.848482668861
"23850",150,208376.092018011,80207.1074473964,80,139.761799560954
"24150",150,208376.092018011,80207.1074473964,81,94.3369017158565
"24450",150,208376.092018011,80207.1074473964,82,115.629974397851
"24750",150,208376.092018011,80207.1074473964,83,66.5950299261143
"25050",150,208376.092018011,80207.1074473964,84,113.296743593793
"25350",150,208376.092018011,80207.1074473964,85,189.825376165078
"25650",150,208376.092018011,80207.1074473964,86,186.21361392836
"25950",150,208376.092018011,80207.1074473964,87,133.128332727436
"26250",150,208376.092018011,80207.1074473964,88,151.598358716436
"26550",150,208376.092018011,80207.1074473964,89,99.3702015084407
"26850",150,208376.092018011,80207.1074473964,90,85.6679356457906
"27150",150,208376.092018011,80207.1074473964,91,65.5324906454184
"27450",150,208376.092018011,80207.1074473964,92,169.552806839252
"27750",150,208376.092018011,80207.1074473964,93,132.746661845163
"28050",150,208376.092018011,80207.1074473964,94,223.331788118585
"28350",150,208376.092018011,80207.1074473964,95,244.283112618631
"28650",150,208376.092018011,80207.1074473964,96,214.570631739967
"28950",150,208376.092018011,80207.1074473964,97,298.612351473465
"29250",150,208376.092018011,80207.1074473964,98,266.277547434029
"29550",150,208376.092018011,80207.1074473964,99,242.0676578382
"29850",150,208376.092018011,80207.1074473964,100,146.132932485696
"30150",150,208376.092018011,80207.1074473964,101,152.53761298932
"30450",150,208376.092018011,80207.1074473964,102,111.750590835295
"30750",150,208376.092018011,80207.1074473964,103,107.135824903994
"31050",150,208376.092018011,80207.1074473964,104,99.2764783348564
"31350",150,208376.092018011,80207.1074473964,105,45.0582131451306
"31650",150,208376.092018011,80207.1074473964,106,88.2567311740356
"31950",150,208376.092018011,80207.1074473964,107,38.3112397676824
"32250",150,208376.092018011,80207.1074473964,108,46.7998710358459
"32550",150,208376.092018011,80207.1074473964,109,18.5719160945791
"32850",150,208376.092018011,80207.1074473964,110,42.8522986888108
"33150",150,208376.092018011,80207.1074473964,111,39.4147737842912
"33450",150,208376.092018011,80207.1074473964,112,65.2283301700375
"33750",150,208376.092018011,80207.1074473964,113,48.7290603629069
"34050",150,208376.092018011,80207.1074473964,114,36.0100519241161
"34350",150,208376.092018011,80207.1074473964,115,117.188876444032
"34650",150,208376.092018011,80207.1074473964,116,73.1722814724546
"34950",150,208376.092018011,80207.1074473964,117,115.707409139764
"35250",150,208376.092018011,80207.1074473964,118,112.158422517718
"35550",150,208376.092018011,80207.1074473964,119,104.630398239002
"35850",150,208376.092018011,80207.1074473964,120,128.576667002346
"151",151,205410.586143421,73502.6254942935,1,138.914243967294
"451",151,205410.586143421,73502.6254942935,2,205.826749162107
"751",151,205410.586143421,73502.6254942935,3,158.492096393084
"1051",151,205410.586143421,73502.6254942935,4,130.349759708966
"1351",151,205410.586143421,73502.6254942935,5,43.8645836948402
"1651",151,205410.586143421,73502.6254942935,6,77.3422877020023
"1951",151,205410.586143421,73502.6254942935,7,83.880648666438
"2251",151,205410.586143421,73502.6254942935,8,117.841315253198
"2551",151,205410.586143421,73502.6254942935,9,64.3759790790273
"2851",151,205410.586143421,73502.6254942935,10,20.2911843373313
"3151",151,205410.586143421,73502.6254942935,11,17.7237176289258
"3451",151,205410.586143421,73502.6254942935,12,80.4670506657692
"3751",151,205410.586143421,73502.6254942935,13,75.9258039209172
"4051",151,205410.586143421,73502.6254942935,14,114.558017233455
"4351",151,205410.586143421,73502.6254942935,15,64.0842668651041
"4651",151,205410.586143421,73502.6254942935,16,80.3211931100263
"4951",151,205410.586143421,73502.6254942935,17,154.162785078758
"5251",151,205410.586143421,73502.6254942935,18,165.511370414312
"5551",151,205410.586143421,73502.6254942935,19,163.815479806951
"5851",151,205410.586143421,73502.6254942935,20,216.483592067712
"6151",151,205410.586143421,73502.6254942935,21,114.760610498736
"6451",151,205410.586143421,73502.6254942935,22,64.4151941858732
"6751",151,205410.586143421,73502.6254942935,23,79.1507032683002
"7051",151,205410.586143421,73502.6254942935,24,49.5097948987318
"7351",151,205410.586143421,73502.6254942935,25,45.200159373138
"7651",151,205410.586143421,73502.6254942935,26,78.5711127453043
"7951",151,205410.586143421,73502.6254942935,27,41.0264953289899
"8251",151,205410.586143421,73502.6254942935,28,89.5743674986348
"8551",151,205410.586143421,73502.6254942935,29,66.9818953981326
"8851",151,205410.586143421,73502.6254942935,30,137.495246856201
"9151",151,205410.586143421,73502.6254942935,31,41.4527192784506
"9451",151,205410.586143421,73502.6254942935,32,27.9170292709061
"9751",151,205410.586143421,73502.6254942935,33,37.935824540124
"10051",151,205410.586143421,73502.6254942935,34,52.3886596849655
"10351",151,205410.586143421,73502.6254942935,35,50.9953358281488
"10651",151,205410.586143421,73502.6254942935,36,81.2698569483147
"10951",151,205410.586143421,73502.6254942935,37,46.4408533612973
"11251",151,205410.586143421,73502.6254942935,38,93.0783628968325
"11551",151,205410.586143421,73502.6254942935,39,69.128438982219
"11851",151,205410.586143421,73502.6254942935,40,89.5788242840733
"12151",151,205410.586143421,73502.6254942935,41,74.2584429705138
"12451",151,205410.586143421,73502.6254942935,42,72.3114345335519
"12751",151,205410.586143421,73502.6254942935,43,89.8090242261753
"13051",151,205410.586143421,73502.6254942935,44,68.477980346773
"13351",151,205410.586143421,73502.6254942935,45,84.5832954220635
"13651",151,205410.586143421,73502.6254942935,46,135.152426423011
"13951",151,205410.586143421,73502.6254942935,47,73.9753666341086
"14251",151,205410.586143421,73502.6254942935,48,127.616919031801
"14551",151,205410.586143421,73502.6254942935,49,120.120651691043
"14851",151,205410.586143421,73502.6254942935,50,82.588426561694
"15151",151,205410.586143421,73502.6254942935,51,58.155132998427
"15451",151,205410.586143421,73502.6254942935,52,89.9731958185249
"15751",151,205410.586143421,73502.6254942935,53,56.7298991546902
"16051",151,205410.586143421,73502.6254942935,54,95.6440157819918
"16351",151,205410.586143421,73502.6254942935,55,112.06295322049
"16651",151,205410.586143421,73502.6254942935,56,69.1302417280939
"16951",151,205410.586143421,73502.6254942935,57,75.2463316541253
"17251",151,205410.586143421,73502.6254942935,58,109.378913182911
"17551",151,205410.586143421,73502.6254942935,59,100.369437301234
"17851",151,205410.586143421,73502.6254942935,60,34.5412450560005
"18151",151,205410.586143421,73502.6254942935,61,31.6401675001271
"18451",151,205410.586143421,73502.6254942935,62,10.1269276512475
"18751",151,205410.586143421,73502.6254942935,63,18.2013238229556
"19051",151,205410.586143421,73502.6254942935,64,24.3167831899423
"19351",151,205410.586143421,73502.6254942935,65,66.7370614753115
"19651",151,205410.586143421,73502.6254942935,66,38.9346582262415
"19951",151,205410.586143421,73502.6254942935,67,23.9299185262899
"20251",151,205410.586143421,73502.6254942935,68,60.6627387215709
"20551",151,205410.586143421,73502.6254942935,69,49.5562894569358
"20851",151,205410.586143421,73502.6254942935,70,27.6194288160838
"21151",151,205410.586143421,73502.6254942935,71,74.8381355049837
"21451",151,205410.586143421,73502.6254942935,72,103.873223969796
"21751",151,205410.586143421,73502.6254942935,73,93.34873912349
"22051",151,205410.586143421,73502.6254942935,74,134.459265669857
"22351",151,205410.586143421,73502.6254942935,75,74.4291331508955
"22651",151,205410.586143421,73502.6254942935,76,28.0503414535449
"22951",151,205410.586143421,73502.6254942935,77,36.5141731262666
"23251",151,205410.586143421,73502.6254942935,78,94.1811347063202
"23551",151,205410.586143421,73502.6254942935,79,152.648517131998
"23851",151,205410.586143421,73502.6254942935,80,140.414095269254
"24151",151,205410.586143421,73502.6254942935,81,94.5903983030151
"24451",151,205410.586143421,73502.6254942935,82,119.86414907016
"24751",151,205410.586143421,73502.6254942935,83,90.3601451683946
"25051",151,205410.586143421,73502.6254942935,84,113.309440565662
"25351",151,205410.586143421,73502.6254942935,85,159.729042150262
"25651",151,205410.586143421,73502.6254942935,86,162.602595856336
"25951",151,205410.586143421,73502.6254942935,87,101.158641519442
"26251",151,205410.586143421,73502.6254942935,88,128.358793392535
"26551",151,205410.586143421,73502.6254942935,89,76.9450712672933
"26851",151,205410.586143421,73502.6254942935,90,70.7994903785711
"27151",151,205410.586143421,73502.6254942935,91,45.4983678629864
"27451",151,205410.586143421,73502.6254942935,92,107.209235942761
"27751",151,205410.586143421,73502.6254942935,93,80.5453896617041
"28051",151,205410.586143421,73502.6254942935,94,128.415433266556
"28351",151,205410.586143421,73502.6254942935,95,153.459189507083
"28651",151,205410.586143421,73502.6254942935,96,133.772013354771
"28951",151,205410.586143421,73502.6254942935,97,198.970745876856
"29251",151,205410.586143421,73502.6254942935,98,171.326042164463
"29551",151,205410.586143421,73502.6254942935,99,181.058087337988
"29851",151,205410.586143421,73502.6254942935,100,136.870949411137
"30151",151,205410.586143421,73502.6254942935,101,140.375406845153
"30451",151,205410.586143421,73502.6254942935,102,127.663795002938
"30751",151,205410.586143421,73502.6254942935,103,108.80155861184
"31051",151,205410.586143421,73502.6254942935,104,98.8118900357313
"31351",151,205410.586143421,73502.6254942935,105,62.2682186500707
"31651",151,205410.586143421,73502.6254942935,106,110.992897143637
"31951",151,205410.586143421,73502.6254942935,107,35.7798844625686
"32251",151,205410.586143421,73502.6254942935,108,33.3552091613082
"32551",151,205410.586143421,73502.6254942935,109,20.3402899866807
"32851",151,205410.586143421,73502.6254942935,110,25.6955847104014
"33151",151,205410.586143421,73502.6254942935,111,15.2102373213874
"33451",151,205410.586143421,73502.6254942935,112,61.9445825373616
"33751",151,205410.586143421,73502.6254942935,113,37.5541842421947
"34051",151,205410.586143421,73502.6254942935,114,63.2399789895541
"34351",151,205410.586143421,73502.6254942935,115,85.8782920092127
"34651",151,205410.586143421,73502.6254942935,116,51.6519730288297
"34951",151,205410.586143421,73502.6254942935,117,116.596441031315
"35251",151,205410.586143421,73502.6254942935,118,144.621838141128
"35551",151,205410.586143421,73502.6254942935,119,155.137109274044
"35851",151,205410.586143421,73502.6254942935,120,159.267751833344
"152",152,250019.657241294,405847.093156358,1,183.579383087096
"452",152,250019.657241294,405847.093156358,2,216.300420794986
"752",152,250019.657241294,405847.093156358,3,151.013871300106
"1052",152,250019.657241294,405847.093156358,4,76.9034002648463
"1352",152,250019.657241294,405847.093156358,5,47.6966544417461
"1652",152,250019.657241294,405847.093156358,6,57.1224277210927
"1952",152,250019.657241294,405847.093156358,7,106.728410182038
"2252",152,250019.657241294,405847.093156358,8,105.663196786571
"2552",152,250019.657241294,405847.093156358,9,44.2537883160433
"2852",152,250019.657241294,405847.093156358,10,39.8658101848009
"3152",152,250019.657241294,405847.093156358,11,25.6690913319579
"3452",152,250019.657241294,405847.093156358,12,68.9706886203417
"3752",152,250019.657241294,405847.093156358,13,73.0418015221449
"4052",152,250019.657241294,405847.093156358,14,121.359665420956
"4352",152,250019.657241294,405847.093156358,15,40.2931373665118
"4652",152,250019.657241294,405847.093156358,16,41.7355414237368
"4952",152,250019.657241294,405847.093156358,17,72.9041406586574
"5252",152,250019.657241294,405847.093156358,18,113.083610669123
"5552",152,250019.657241294,405847.093156358,19,105.929975571969
"5852",152,250019.657241294,405847.093156358,20,112.537585912603
"6152",152,250019.657241294,405847.093156358,21,115.542274178329
"6452",152,250019.657241294,405847.093156358,22,98.3389430350562
"6752",152,250019.657241294,405847.093156358,23,56.9722141233885
"7052",152,250019.657241294,405847.093156358,24,38.3524240234891
"7352",152,250019.657241294,405847.093156358,25,13.5548059609217
"7652",152,250019.657241294,405847.093156358,26,49.4774390141172
"7952",152,250019.657241294,405847.093156358,27,41.3538073183756
"8252",152,250019.657241294,405847.093156358,28,83.0477817901159
"8552",152,250019.657241294,405847.093156358,29,66.7322819153921
"8852",152,250019.657241294,405847.093156358,30,108.604835838985
"9152",152,250019.657241294,405847.093156358,31,84.7874203379877
"9452",152,250019.657241294,405847.093156358,32,52.9586178082837
"9752",152,250019.657241294,405847.093156358,33,82.2937187178233
"10052",152,250019.657241294,405847.093156358,34,46.7729738387898
"10352",152,250019.657241294,405847.093156358,35,80.4962914174407
"10652",152,250019.657241294,405847.093156358,36,83.9015481449855
"10952",152,250019.657241294,405847.093156358,37,87.1216276305987
"11252",152,250019.657241294,405847.093156358,38,129.079340722525
"11552",152,250019.657241294,405847.093156358,39,95.0254585043536
"11852",152,250019.657241294,405847.093156358,40,54.8088085264607
"12152",152,250019.657241294,405847.093156358,41,57.5881057857628
"12452",152,250019.657241294,405847.093156358,42,35.1019264910885
"12752",152,250019.657241294,405847.093156358,43,33.3485980622001
"13052",152,250019.657241294,405847.093156358,44,32.9940548046604
"13352",152,250019.657241294,405847.093156358,45,97.7002520312474
"13652",152,250019.657241294,405847.093156358,46,181.52465580704
"13952",152,250019.657241294,405847.093156358,47,101.436960069904
"14252",152,250019.657241294,405847.093156358,48,108.839087771158
"14552",152,250019.657241294,405847.093156358,49,97.4448777425724
"14852",152,250019.657241294,405847.093156358,50,58.474834159542
"15152",152,250019.657241294,405847.093156358,51,41.8508166961471
"15452",152,250019.657241294,405847.093156358,52,90.0847028624869
"15752",152,250019.657241294,405847.093156358,53,68.7128103671811
"16052",152,250019.657241294,405847.093156358,54,106.060484938908
"16352",152,250019.657241294,405847.093156358,55,77.5826682341273
"16652",152,250019.657241294,405847.093156358,56,47.9562361847297
"16952",152,250019.657241294,405847.093156358,57,71.5129745622971
"17252",152,250019.657241294,405847.093156358,58,67.8821828634838
"17552",152,250019.657241294,405847.093156358,59,49.5844200106045
"17852",152,250019.657241294,405847.093156358,60,38.3893511621544
"18152",152,250019.657241294,405847.093156358,61,46.2077991837761
"18452",152,250019.657241294,405847.093156358,62,43.6674506756068
"18752",152,250019.657241294,405847.093156358,63,50.8637932651874
"19052",152,250019.657241294,405847.093156358,64,88.3089203963649
"19352",152,250019.657241294,405847.093156358,65,91.1796480114691
"19652",152,250019.657241294,405847.093156358,66,79.1367774541886
"19952",152,250019.657241294,405847.093156358,67,77.630811790608
"20252",152,250019.657241294,405847.093156358,68,128.875724250641
"20552",152,250019.657241294,405847.093156358,69,141.78163672576
"20852",152,250019.657241294,405847.093156358,70,110.032314712452
"21152",152,250019.657241294,405847.093156358,71,119.26011749354
"21452",152,250019.657241294,405847.093156358,72,130.601708338396
"21752",152,250019.657241294,405847.093156358,73,117.161614384954
"22052",152,250019.657241294,405847.093156358,74,85.3242944930254
"22352",152,250019.657241294,405847.093156358,75,56.6701718039076
"22652",152,250019.657241294,405847.093156358,76,41.2905501249185
"22952",152,250019.657241294,405847.093156358,77,51.3895940503164
"23252",152,250019.657241294,405847.093156358,78,110.371014672188
"23552",152,250019.657241294,405847.093156358,79,134.849752392937
"23852",152,250019.657241294,405847.093156358,80,81.8757340725553
"24152",152,250019.657241294,405847.093156358,81,76.9940448220611
"24452",152,250019.657241294,405847.093156358,82,88.1012696218879
"24752",152,250019.657241294,405847.093156358,83,40.6423235765024
"25052",152,250019.657241294,405847.093156358,84,40.7146499033565
"25352",152,250019.657241294,405847.093156358,85,129.215437208945
"25652",152,250019.657241294,405847.093156358,86,125.19637907445
"25952",152,250019.657241294,405847.093156358,87,151.270404401367
"26252",152,250019.657241294,405847.093156358,88,89.8269919164055
"26552",152,250019.657241294,405847.093156358,89,89.157625441825
"26852",152,250019.657241294,405847.093156358,90,95.2492939307795
"27152",152,250019.657241294,405847.093156358,91,78.289748552104
"27452",152,250019.657241294,405847.093156358,92,188.229836999461
"27752",152,250019.657241294,405847.093156358,93,185.363071167342
"28052",152,250019.657241294,405847.093156358,94,281.259688451416
"28352",152,250019.657241294,405847.093156358,95,291.980479365189
"28652",152,250019.657241294,405847.093156358,96,193.408820515623
"28952",152,250019.657241294,405847.093156358,97,208.572313938171
"29252",152,250019.657241294,405847.093156358,98,216.735110032505
"29552",152,250019.657241294,405847.093156358,99,184.33448903143
"29852",152,250019.657241294,405847.093156358,100,133.864293540789
"30152",152,250019.657241294,405847.093156358,101,72.8205885957663
"30452",152,250019.657241294,405847.093156358,102,103.642427292511
"30752",152,250019.657241294,405847.093156358,103,120.354598821841
"31052",152,250019.657241294,405847.093156358,104,133.791138005743
"31352",152,250019.657241294,405847.093156358,105,96.6294854058855
"31652",152,250019.657241294,405847.093156358,106,97.9759859354182
"31952",152,250019.657241294,405847.093156358,107,34.3095505201929
"32252",152,250019.657241294,405847.093156358,108,52.4584419358142
"32552",152,250019.657241294,405847.093156358,109,24.8173007468605
"32852",152,250019.657241294,405847.093156358,110,19.2338534346085
"33152",152,250019.657241294,405847.093156358,111,0.327489042468879
"33452",152,250019.657241294,405847.093156358,112,8.34997687461359
"33752",152,250019.657241294,405847.093156358,113,4.56399797058478
"34052",152,250019.657241294,405847.093156358,114,13.9244445511212
"34352",152,250019.657241294,405847.093156358,115,66.2743050554402
"34652",152,250019.657241294,405847.093156358,116,26.2877809139876
"34952",152,250019.657241294,405847.093156358,117,72.5100075229295
"35252",152,250019.657241294,405847.093156358,118,152.251831533353
"35552",152,250019.657241294,405847.093156358,119,200.514362735741
"35852",152,250019.657241294,405847.093156358,120,163.073082401408
"153",153,242598.130148718,146695.275116602,1,123.66233161278
"453",153,242598.130148718,146695.275116602,2,175.124853086448
"753",153,242598.130148718,146695.275116602,3,138.461719425894
"1053",153,242598.130148718,146695.275116602,4,89.2112232426513
"1353",153,242598.130148718,146695.275116602,5,21.9102793230429
"1653",153,242598.130148718,146695.275116602,6,68.2658255838182
"1953",153,242598.130148718,146695.275116602,7,64.5476253970193
"2253",153,242598.130148718,146695.275116602,8,77.8516267376061
"2553",153,242598.130148718,146695.275116602,9,36.057262455532
"2853",153,242598.130148718,146695.275116602,10,13.2411027549734
"3153",153,242598.130148718,146695.275116602,11,8.80545546724778
"3453",153,242598.130148718,146695.275116602,12,58.9016779683106
"3753",153,242598.130148718,146695.275116602,13,69.3985210272843
"4053",153,242598.130148718,146695.275116602,14,95.1974616492381
"4353",153,242598.130148718,146695.275116602,15,27.2356196349063
"4653",153,242598.130148718,146695.275116602,16,49.9011687497338
"4953",153,242598.130148718,146695.275116602,17,99.2746515501893
